DBN,District,School Name,Is Org Split-Sited,Building ID(s),Transfer School,Total Enrollment,Grades 3K-PK-5 Enrollment,Grades 6-8 Enrollment,Grades 9-12 Enrollment,% Asian,% Black,% Hispanic,% Multiple Race Categories Not Represented,% White,% SWD,% ELL,% Poverty,2018-19 ELA # Tested,2018-19 ELA # Proficient (L3&4),2018-19 ELA % Proficient (L3&4),2018-19 Math # Tested,2018-19 Math # Proficient (L3&4),2018-19 Math % Proficient (L3&4),2018-19 Total 4-year August Grad Cohort,2018-19 % 4-year August Graduates,2018-19 Total 6-year Grad Cohort,2018-19 % 6-year Graduates
13K616,13,Brooklyn High School for Leadership and Community Service,false,K117,true,177,0,0,177,0.023,0.712,0.209,0.028,0.028,0.243,0.023,0.842,,,,,,,62,6.5%,70,25.7%
13K674,13,"City Polytechnic High School of Engineering, Architecture, and Technology",false,K580,false,433,0,0,433,0.067,0.612,0.245,0.014,0.062,0.18,0.025,0.776,,,,,,,83,85.5%,106,94.3%
13K691,13,Fort Greene Preparatory Academy,false,K046,false,209,0,209,0,0.043,0.703,0.215,0.024,0.014,0.316,0.057,0.919,200,44,22.0%,196,28,14.3%,,,,
13K869,13,District 13 PRE-K Center,false,K611,false,72,72,0,0,0.167,0.056,0.111,0,0.667,0.069,0,0.056,,,,,,,,,,
13K915,13,I.S. 915,false,K580,false,278,0,278,0,0.043,0.41,0.18,0.068,0.299,0.194,0.022,0.367,,,,,,,,,,
14K016,14,P.S. 016 Leonard Dunkly,false,K016,false,193,193,0,0,0.005,0.337,0.622,0.021,0.016,0.316,0.057,0.912,92,25,27.2%,91,24,26.4%,,,,
14K017,14,P.S. 017 Henry D. Woodworth,false,K017,false,300,300,0,0,0.003,0.067,0.78,0.007,0.143,0.313,0.163,0.7,120,45,37.5%,116,60,51.7%,,,,
14K023,14,P.S. 023 Carter G. Woodson,false,K023,false,272,272,0,0,0.007,0.518,0.434,0.018,0.022,0.346,0.085,0.915,106,47,44.3%,103,33,32.0%,,,,
14K050,14,J.H.S. 050 John D. Wells,false,K050,false,326,0,326,0,0.015,0.227,0.727,0.018,0.012,0.304,0.132,0.929,248,100,40.3%,172,66,38.4%,,,,
14K059,14,P.S. 059 William Floyd,false,K059,false,325,325,0,0,0.009,0.523,0.44,0.009,0.018,0.317,0.098,0.874,130,41,31.5%,134,50,37.3%,,,,
14K071,14,Juan Morel Campos Secondary School,false,K071,false,482,0,180,302,0.006,0.216,0.712,0.006,0.06,0.322,0.251,0.857,145,40,27.6%,140,34,24.3%,97,59.8%,95,73.7%
14K120,14,P.S. 120 Carlos Tapia,false,K120,false,368,368,0,0,0.011,0.201,0.715,0.014,0.06,0.209,0.182,0.878,158,56,35.4%,158,45,28.5%,,,,
14K126,14,John Ericsson Middle School 126,false,K126,false,328,0,328,0,0.012,0.229,0.701,0,0.058,0.302,0.088,0.851,314,88,28.0%,311,82,26.4%,,,,
14K147,14,P.S. 147 Isaac Remsen,false,K147,false,358,358,0,0,0.067,0.14,0.542,0.103,0.148,0.193,0.087,0.642,95,46,48.4%,92,39,42.4%,,,,
14K196,14,P.S. 196 Ten Eyck,false,K196,false,309,309,0,0,0.01,0.188,0.744,0.032,0.026,0.23,0.107,0.832,115,51,44.3%,112,49,43.8%,,,,
14K297,14,P.S. 297 Abraham Stockton,false,K297,false,207,207,0,0,0.005,0.357,0.599,0.024,0.014,0.237,0.155,0.884,86,14,16.3%,87,22,25.3%,,,,
14K380,14,P.S. 380 John Wayne Elementary,false,K380,false,534,534,0,0,0.011,0.199,0.663,0.004,0.124,0.292,0.199,0.824,231,124,53.7%,232,122,52.6%,,,,
14K449,14,"Brooklyn Latin School, The",false,K049,false,785,0,0,785,0.54,0.125,0.112,0.084,0.139,0.029,0.001,0.581,,,,,,,156,97.4%,173,99.4%
14K454,14,The Williamsburg High School of Art and Technology,false,K049,false,310,0,0,310,0.035,0.21,0.681,0.019,0.055,0.242,0.139,0.848,,,,,,,71,81.7%,55,69.1%
14K474,14,PROGRESS High School for Professional Careers,false,K450,false,633,0,0,633,0.014,0.248,0.709,0.013,0.016,0.221,0.218,0.899,,,,,,,222,76.6%,205,82.4%
14K477,14,East Williamsburg Scholars Academy,false,K450,false,291,0,0,291,0.003,0.306,0.667,0.01,0.014,0.155,0.337,0.918,,,,,,,84,75.0%,136,78.7%
14K478,14,"The High School for Enterprise, Business and Technology",false,K450,false,776,0,0,776,0.073,0.274,0.616,0.01,0.026,0.17,0.13,0.898,,,,,,,179,79.9%,222,84.7%
14K488,14,Brooklyn Preparatory High School,false,K650,false,532,0,0,532,0.019,0.421,0.53,0.015,0.015,0.169,0.028,0.853,,,,,,,138,93.5%,115,95.7%
14K558,14,Williamsburg High School for Architecture and Design,false,K650,false,587,0,0,587,0.019,0.286,0.6,0.019,0.077,0.228,0.027,0.802,,,,,,,124,96.8%,130,95.4%
14K561,14,Williamsburg Preparatory School,false,K650,false,692,0,0,692,0.027,0.178,0.701,0.019,0.075,0.198,0.032,0.775,,,,,,,151,96.0%,168,98.2%
14K577,14,Conselyea Preparatory School,false,K017,false,476,0,476,0,0.042,0.046,0.597,0.006,0.309,0.202,0.034,0.555,431,268,62.2%,274,133,48.5%,,,,
14K582,14,M.S. 582,false,K196,false,329,0,329,0,0.012,0.264,0.699,0.012,0.012,0.322,0.116,0.836,249,93,37.3%,240,63,26.3%,,,,
14K586,14,Lyons Community School,false,K049,false,431,0,143,288,0.007,0.336,0.629,0.005,0.023,0.269,0.086,0.914,134,41,30.6%,138,8,5.8%,76,72.4%,77,74.0%
14K614,14,Young Women's Leadership School of Brooklyn,false,K147,false,385,0,124,261,0.031,0.442,0.465,0.034,0.029,0.221,0.075,0.803,122,48,39.3%,119,29,24.4%,31,96.8%,52,100.0%
15K088,15,J.H.S. 088 Peter Rouget,false,K088,false,1418,0,1418,0,0.202,0.131,0.502,0.023,0.142,0.23,0.119,0.721,1289,622,48.3%,1084,385,35.5%,,,,
15K136,15,I.S. 136 Charles O. Dewey,false,K136,false,509,0,509,0,0.1,0.045,0.786,0.008,0.061,0.25,0.358,0.941,466,137,29.4%,494,69,14.0%,,,,
15K146,15,"The Brooklyn New School, P.S. 146",false,K142,false,722,722,0,0,0.05,0.169,0.226,0.14,0.416,0.294,0.039,0.335,23,14,60.9%,22,13,59.1%,,,,
15K295,15,P.S. 295,false,K845,false,439,439,0,0,0.073,0.064,0.405,0.059,0.399,0.301,0.08,0.369,162,103,63.6%,162,118,72.8%,,,,
15K429,15,Digital Arts and Cinema Technology High School,false,K293,false,285,0,0,285,0.021,0.495,0.386,0.039,0.06,0.218,0.011,0.814,,,,,,,43,97.7%,32,81.3%
15K442,15,M.S. 442 Carroll Gardens School for Innovation,false,K280,false,336,0,336,0,0.08,0.119,0.268,0.068,0.464,0.301,0.018,0.301,227,154,67.8%,203,127,62.6%,,,,
15K443,15,New Voices School of Academic & Creative Arts,false,K845,false,573,0,573,0,0.106,0.077,0.309,0.042,0.466,0.201,0.031,0.4,530,449,84.7%,435,342,78.6%,,,,
15K447,15,The Math & Science Exploratory School,false,K655,false,549,0,549,0,0.133,0.135,0.22,0.033,0.479,0.27,0.022,0.339,407,346,85.0%,305,250,82.0%,,,,
15K448,15,Brooklyn Collaborative Studies,false,K142,false,640,0,281,359,0.039,0.317,0.419,0.034,0.191,0.289,0.048,0.645,79,20,25.3%,68,14,20.6%,95,89.5%,86,95.3%
15K462,15,John Jay School for Law,false,K460,false,439,0,0,439,0.025,0.579,0.326,0.018,0.052,0.191,0.039,0.781,,,,,,,75,90.7%,89,88.8%
15K463,15,Cyberarts Studio Academy,false,K460,false,270,0,0,270,0.048,0.474,0.393,0.022,0.063,0.207,0.159,0.752,,,,,,,58,65.5%,50,84.0%
15K464,15,Park Slope Collegiate,false,K460,false,668,0,281,387,0.051,0.299,0.409,0.028,0.213,0.238,0.064,0.629,180,79,43.9%,128,51,39.8%,98,85.7%,70,77.1%
15K497,15,The Boerum Hill School for International Studies,false,K293,false,812,0,484,328,0.039,0.266,0.223,0.075,0.397,0.193,0.065,0.453,346,236,68.2%,298,178,59.7%,51,72.5%,74,86.5%
15K656,15,Brooklyn High School of the Arts,false,K655,false,930,0,0,930,0.035,0.637,0.231,0.048,0.048,0.182,0.014,0.649,,,,,,,197,91.4%,192,94.8%
15K667,15,Sunset Park High School,false,K564,false,1239,0,0,1239,0.112,0.069,0.727,0.01,0.081,0.182,0.204,0.85,,,,,,,286,82.9%,256,83.6%
15K676,15,Red Hook Neighborhood School,false,K027,false,107,107,0,0,0.009,0.486,0.477,0.009,0.019,0.421,0.131,1,74,12,16.2%,77,16,20.8%,,,,
15K684,15,Millennium Brooklyn HS,false,K460,false,684,0,0,684,0.145,0.14,0.174,0.079,0.462,0.152,0.001,0.402,,,,,,,159,98.7%,163,100.0%
15K821,15,Sunset Park Prep,false,K136,false,538,0,538,0,0.169,0.024,0.758,0.002,0.046,0.249,0.21,0.903,505,199,39.4%,430,161,37.4%,,,,
15K839,15,M.S. 839,false,K437,false,364,0,364,0,0.118,0.107,0.272,0.044,0.459,0.272,0.041,0.44,165,92,55.8%,126,59,46.8%,,,,
15K863,15,Pre-K Center at Bishop Ford School Site,false,K280,false,468,468,0,0,0.107,0.038,0.162,0.085,0.607,0.077,0,0.107,,,,,,,,,,
16K005,16,P.S. 005 Dr. Ronald McNair,false,K005,false,248,248,0,0,0.02,0.734,0.169,0.008,0.069,0.258,0.052,0.794,68,20,29.4%,69,23,33.3%,,,,
16K025,16,P.S. 025 Eubie Blake School,false,K025,false,74,74,0,0,0.041,0.514,0.311,0.054,0.081,0.149,0.189,0.932,30,16,53.3%,31,18,58.1%,,,,
16K026,16,P.S. 026 Jesse Owens,false,K026,false,233,233,0,0,0.034,0.635,0.232,0.013,0.086,0.223,0.039,0.682,135,84,62.2%,134,80,59.7%,,,,
16K028,16,P.S. 028 The Warren Prep Academy,false,K040,false,85,85,0,0,0.024,0.8,0.153,0.012,0.012,0.306,0.024,0.953,52,18,34.6%,53,26,49.1%,,,,
16K035,16,M.S. 035 Stephen Decatur,false,K035,false,199,0,199,0,0.01,0.814,0.156,0,0.02,0.317,0.03,0.894,208,78,37.5%,211,59,28.0%,,,,
16K040,16,P.S. 040 George W. Carver,false,K040,false,396,396,0,0,0.045,0.684,0.205,0.045,0.02,0.172,0.098,0.856,143,79,55.2%,143,91,63.6%,,,,
16K057,16,Whitelaw Reid Academy of Arts and Business,false,K057,false,119,0,119,0,0.017,0.655,0.252,0.034,0.042,0.345,0.092,0.924,132,42,31.8%,113,6,5.3%,,,,
16K081,16,P.S. 081 Thaddeus Stevens,false,K081,false,293,293,0,0,0.038,0.553,0.321,0.02,0.068,0.287,0.082,0.932,106,34,32.1%,106,26,24.5%,,,,
16K243,16,P.S. 243K- The Weeksville School,false,K243,false,216,216,0,0,0.028,0.718,0.236,0.014,0.005,0.255,0.051,0.931,91,20,22.0%,93,26,28.0%,,,,
16K262,16,P.S. 262 El Hajj Malik El Shabazz Elementary School,false,K262,false,160,160,0,0,0.013,0.781,0.138,0.013,0.056,0.181,0.025,0.9,83,42,50.6%,82,35,42.7%,,,,
16K267,16,"M.S. 267 Math, Science & Technology",false,K324,false,198,0,198,0,0.005,0.732,0.212,0.035,0.015,0.333,0.04,0.879,172,68,39.5%,150,66,44.0%,,,s,s
16K308,16,P.S. 308 Clara Cardwell,false,K308,false,244,168,76,0,0.029,0.738,0.18,0.025,0.029,0.27,0.02,0.918,136,26,19.1%,134,20,14.9%,,,,
16K309,16,P.S. 309 The George E. Wibecan Preparatory Academy,false,K309,false,207,207,0,0,0.014,0.599,0.271,0.043,0.072,0.242,0.034,0.773,82,19,23.2%,82,20,24.4%,,,,
16K335,16,P.S. 335 Granville T. Woods,false,K335,false,214,214,0,0,0,0.752,0.215,0.014,0.019,0.257,0.089,0.925,97,37,38.1%,99,28,28.3%,,,,
16K455,16,Boys and Girls High School,false,K455,false,452,0,0,452,0.022,0.785,0.135,0.033,0.024,0.31,0.066,0.838,,,,,,,87,77.0%,111,74.8%
16K627,16,Brighter Choice Community School,false,K304,false,314,314,0,0,0.006,0.551,0.35,0.032,0.061,0.175,0.048,0.723,103,34,33.0%,103,39,37.9%,,,,
16K628,16,Brooklyn Brownstone School,false,K035,false,292,292,0,0,0.014,0.771,0.113,0.027,0.075,0.164,0.003,0.637,73,44,60.3%,72,36,50.0%,,,,
16K669,16,Research and Service High School,false,K455,true,321,0,0,321,0.003,0.779,0.184,0.009,0.025,0.336,0.034,0.866,,,,,,,141,29.1%,126,55.6%
16K681,16,Madiba Prep Middle School,false,K026,false,224,0,224,0,0.027,0.679,0.272,0.009,0.013,0.362,0.049,0.92,149,43,28.9%,153,21,13.7%,,,,
16K688,16,The Brooklyn Academy of Global Finance,false,K057,false,126,0,0,126,0.079,0.698,0.19,0,0.032,0.286,0.159,0.952,,,,,,,22,77.3%,35,74.3%
16K765,16,Nelson Mandela High School,false,K455,false,231,0,0,231,0.009,0.81,0.13,0.043,0.009,0.325,0.022,0.779,,,,,,,66,81.8%,s,s
16K898,16,The Brooklyn Green School,false,K335,false,83,0,83,0,0,0.855,0.12,0,0.024,0.325,0.048,0.88,37,6,16.2%,38,5,13.2%,,,,
17K002,17,Parkside Preparatory Academy,false,K002,false,431,0,431,0,0.042,0.74,0.151,0.03,0.037,0.22,0.151,0.854,451,171,37.9%,451,110,24.4%,,,,
17K012,17,Dr. Jacqueline Peek-Davis School,false,K012,false,240,240,0,0,0.013,0.75,0.204,0.008,0.025,0.242,0.058,0.946,101,41,40.6%,99,22,22.2%,,,,
17K091,17,P.S. 091 The Albany Avenue School,false,K091,false,225,225,0,0,0.009,0.827,0.133,0.018,0.013,0.267,0.076,0.884,105,59,56.2%,110,52,47.3%,,,,
17K092,17,P.S. 092 Adrian Hegeman,false,K092,false,344,344,0,0,0.102,0.642,0.166,0.035,0.055,0.203,0.218,0.916,188,52,27.7%,191,58,30.4%,,,,
17K122,17,Pathways in Technology Early College High School (P-Tech),false,K625,false,574,0,0,574,0.014,0.822,0.118,0.031,0.014,0.164,0.019,0.718,,,,,,,116,76.7%,87,93.1%
17K138,17,P.S. 138 Brooklyn,false,K138,false,525,300,225,0,0.019,0.817,0.101,0.015,0.048,0.204,0.05,0.905,350,186,53.1%,357,206,57.7%,,,,
17K161,17,P.S. 161 The Crown,false,K161,false,336,336,0,0,0.048,0.78,0.119,0.033,0.021,0.244,0.098,0.914,153,61,39.9%,161,53,32.9%,,,,
17K181,17,P.S. 181 Brooklyn,false,K181,false,615,383,232,0,0.018,0.841,0.099,0.018,0.024,0.208,0.141,0.78,408,101,24.8%,408,104,25.5%,,,,
17K191,17,P.S. 191 Paul Robeson,false,K191,false,173,173,0,0,0.023,0.809,0.127,0.029,0.012,0.295,0.046,0.925,44,26,59.1%,45,29,64.4%,,,,
17K221,17,P.S. 221 Toussaint L'Ouverture,false,K221,false,226,226,0,0,0.009,0.885,0.088,0,0.018,0.173,0.031,0.827,127,45,35.4%,128,51,39.8%,,,,
17K246,17,M.S. 246 Walt Whitman,false,K246,false,416,0,416,0,0.026,0.683,0.224,0.019,0.048,0.219,0.281,0.827,361,109,30.2%,324,70,21.6%,,,,
17K289,17,P.S. 289 George V. Brower,false,K289,false,316,316,0,0,0.047,0.712,0.165,0.038,0.038,0.291,0.082,0.845,149,69,46.3%,150,79,52.7%,,,,
17K316,17,P.S. 316 Elijah Stroud,false,K316,false,597,597,0,0,0.027,0.655,0.164,0.037,0.117,0.152,0.03,0.601,207,139,67.1%,210,125,59.5%,,,,
17K352,17,Ebbets Field Middle School,false,K320,false,123,0,123,0,0.033,0.699,0.179,0,0.089,0.317,0.146,0.992,120,36,30.0%,128,23,18.0%,,,,
17K353,17,Elijah Stroud Middle School,false,K316,false,162,0,162,0,0.056,0.642,0.235,0.031,0.037,0.315,0.123,0.907,151,42,27.8%,149,19,12.8%,,,,
17K354,17,The School of Integrated Learning,false,K390,false,373,0,373,0,0.013,0.845,0.118,0.019,0.005,0.198,0.038,0.828,280,171,61.1%,282,158,56.0%,,,,
17K375,17,P.S. 375 Jackie Robinson School,false,K320,false,290,290,0,0,0.031,0.731,0.203,0.028,0.007,0.262,0.193,0.921,163,39,23.9%,169,41,24.3%,,,,
17K382,17,Academy for College Preparation and Career Exploration: A College Board School,false,K465,false,346,0,127,219,0.006,0.723,0.199,0.049,0.023,0.171,0.121,0.847,115,28,24.3%,120,14,11.7%,62,80.6%,62,71.0%
17K394,17,M.S. K394,false,K210,false,337,204,133,0,0.08,0.715,0.184,0.012,0.009,0.148,0.068,0.899,235,70,29.8%,238,48,20.2%,,,,
17K398,17,P.S. 398 Walter Weaver,false,K398,false,265,265,0,0,0.011,0.819,0.14,0.015,0.015,0.211,0.075,0.962,120,44,36.7%,119,41,34.5%,,,,
17K408,17,Academy of Hospitality and Tourism,false,K465,false,244,0,0,244,0.016,0.746,0.197,0.004,0.037,0.238,0.16,0.885,,,,,,,36,88.9%,54,66.7%
17K484,17,Ronald Edmonds Learning Center II,false,K012,false,173,0,173,0,0.023,0.671,0.249,0.035,0.023,0.341,0.081,0.902,133,45,33.8%,137,64,46.7%,,,,
17K524,17,International High School at Prospect Heights,false,K440,false,370,0,0,370,0.168,0.214,0.5,0.024,0.095,0.041,0.841,0.816,,,,,,,104,56.7%,89,75.3%
17K528,17,The High School for Global Citizenship,false,K440,false,222,0,0,222,0.05,0.766,0.158,0.023,0.005,0.162,0.081,0.833,,,,,,,37,83.8%,58,67.2%
17K531,17,"School for Human Rights, The",false,K470,false,326,0,0,326,0.021,0.853,0.086,0.021,0.018,0.187,0.071,0.837,20,11,55.0%,21,7,33.3%,104,81.7%,70,85.7%
17K532,17,New Bridges Elementary,false,K167,false,449,449,0,0,0.02,0.702,0.22,0.024,0.033,0.198,0.082,0.846,172,68,39.5%,171,60,35.1%,,,,
17K537,17,High School for Youth and Community Development at Erasmus,false,K465,false,466,0,0,466,0.03,0.79,0.139,0.015,0.026,0.245,0.077,0.725,,,,,,,98,82.7%,94,86.2%
17K539,17,High School for Service & Learning at Erasmus,false,K465,false,299,0,0,299,0.033,0.736,0.191,0.023,0.017,0.204,0.14,0.816,,,,,,,79,78.5%,81,84.0%
17K543,17,"Science, Technology and Research Early College High School at Erasmus",false,K465,false,624,0,247,377,0.043,0.764,0.13,0.043,0.019,0.141,0.011,0.704,195,161,82.6%,195,134,68.7%,90,100.0%,84,98.8%
19K224,19,P.S. 224 Hale A. Woodruff,false,K224,false,332,332,0,0,0.027,0.596,0.346,0.021,0.009,0.244,0.09,0.928,184,34,18.5%,186,25,13.4%,,,,
17K546,17,High School for Public Service: Heroes of Tomorrow,false,K470,false,475,0,0,475,0.038,0.792,0.135,0.027,0.008,0.185,0.011,0.785,,,,,,,105,87.6%,91,97.8%
17K547,17,Brooklyn Academy of Science and the Environment,false,K440,false,342,0,0,342,0.058,0.731,0.146,0.018,0.047,0.164,0.061,0.781,,,,,,,120,75.0%,97,85.6%
17K548,17,Brooklyn School for Music & Theatre,false,K440,false,278,0,0,278,0.011,0.755,0.223,0.004,0.007,0.209,0.025,0.831,,,,,,,66,80.3%,79,83.5%
17K568,17,Brownsville Academy High School,false,K907,true,111,0,0,111,0.009,0.793,0.144,0.045,0.009,0.27,0.018,0.847,,,,,,,72,26.4%,58,60.3%
17K600,17,Clara Barton High School,false,K600,false,1253,0,0,1253,0.014,0.876,0.085,0.013,0.012,0.172,0.07,0.708,,,,,,,258,80.6%,279,86.0%
17K646,17,Aspirations Diploma Plus High School,false,K824,true,200,0,0,200,0.005,0.835,0.13,0.02,0.01,0.26,0.025,0.815,,,,,,,90,11.1%,130,51.5%
17K705,17,Brooklyn Arts and Science Elementary School,false,K022,false,321,321,0,0,0.053,0.405,0.312,0.025,0.206,0.231,0.121,0.682,135,47,34.8%,133,50,37.6%,,,,
17K722,17,New Heights Middle School,false,K391,false,248,0,248,0,0,0.802,0.113,0.052,0.032,0.294,0.065,0.831,243,62,25.5%,243,41,16.9%,,,,
17K745,17,Brooklyn Institute for Liberal Arts,false,K470,false,461,0,0,461,0.02,0.848,0.121,0.007,0.004,0.21,0.039,0.857,,,,,,,84,92.9%,85,97.6%
17K751,17,Academy for Health Careers,false,K625,false,277,0,0,277,0.047,0.798,0.13,0.022,0.004,0.148,0.036,0.884,,,,,,,74,81.1%,80,87.5%
17K770,17,P.S. 770 New American Academy,false,K398,false,288,288,0,0,0.028,0.507,0.097,0.139,0.229,0.153,0.017,0.462,107,56,52.3%,105,51,48.6%,,,,
18K066,18,P.S. 66,false,K066,false,760,417,343,0,0.014,0.833,0.1,0.018,0.034,0.142,0.042,0.717,524,196,37.4%,486,171,35.2%,,,,
18K068,18,I.S. 068 Isaac Bildersee,false,K068,false,239,0,239,0,0.067,0.703,0.092,0.004,0.134,0.297,0.247,0.849,249,55,22.1%,256,52,20.3%,,,,
18K114,18,P.S. 114 Ryder Elementary,false,K114,false,484,484,0,0,0.033,0.798,0.12,0.01,0.039,0.211,0.124,0.775,206,100,48.5%,214,86,40.2%,,,,
18K211,18,I.S. 211 John Wilson,false,K211,false,342,0,342,0,0.015,0.801,0.117,0.029,0.038,0.289,0.108,0.801,394,141,35.8%,394,73,18.5%,,,,
18K233,18,P.S. 233 Langston Hughes,false,K233,false,332,332,0,0,0.009,0.898,0.072,0,0.021,0.199,0.024,0.831,169,75,44.4%,172,74,43.0%,,,,
18K244,18,P.S. 244 Richard R. Green,false,K244,false,427,427,0,0,0.023,0.89,0.061,0.009,0.016,0.248,0.035,0.859,197,101,51.3%,199,96,48.2%,,,,
18K279,18,P.S. 279 Herman Schreiber,false,K279,false,348,348,0,0,0.029,0.859,0.069,0.011,0.032,0.152,0.046,0.796,180,82,45.6%,179,68,38.0%,,,,
18K563,18,It Takes a Village Academy,false,K415,false,620,0,0,620,0.024,0.871,0.069,0.016,0.019,0.163,0.166,0.703,,,,,,,158,86.7%,163,92.6%
18K566,18,Brooklyn Community High School for Excellence and Equity,false,K515,false,204,0,0,204,0.005,0.809,0.123,0.015,0.049,0.216,0.123,0.745,,,,,,,48,75.0%,62,80.6%
18K567,18,Brooklyn Theatre Arts High School,false,K515,false,338,0,0,338,0.015,0.82,0.124,0.018,0.024,0.204,0.027,0.822,,,,,,,77,85.7%,96,89.6%
18K569,18,Kurt Hahn Expeditionary Learning School,false,K415,false,259,0,0,259,0.004,0.884,0.085,0.015,0.012,0.305,0.062,0.811,,,,,,,89,75.3%,68,89.7%
18K576,18,Victory Collegiate High School,false,K515,false,307,0,0,307,0.016,0.821,0.091,0.007,0.065,0.212,0.059,0.779,,,,,,,79,78.5%,68,89.7%
18K578,18,Brooklyn Bridge Academy,false,K515,true,168,0,0,168,0.036,0.863,0.077,0.006,0.018,0.31,0.095,0.804,,,,,,,85,15.3%,71,52.1%
18K581,18,"The Middle School of Media, Law and Fine Arts",false,K232,false,234,0,234,0,0.009,0.859,0.068,0.03,0.034,0.244,0.094,0.829,248,49,19.8%,255,40,15.7%,,,,
18K588,18,Middle School for Art and Philosophy,false,K252,false,165,0,165,0,0.012,0.879,0.079,0.012,0.018,0.352,0.067,0.861,154,55,35.7%,161,34,21.1%,,,,
18K617,18,High School for Innovation in Advertising and Media,false,K500,false,208,0,0,208,0.024,0.832,0.087,0.014,0.043,0.236,0.053,0.779,,,,,,,61,83.6%,62,80.6%
18K629,18,Cultural Academy for the Arts and Sciences,false,K415,false,251,0,0,251,0.016,0.845,0.092,0.036,0.012,0.215,0.084,0.781,,,,,,,80,71.3%,84,79.8%
18K633,18,High School for Medical Professions,false,K500,false,454,0,0,454,0.02,0.813,0.119,0.022,0.026,0.145,0.053,0.85,,,,,,,113,88.5%,98,94.9%
18K635,18,Olympus Academy,false,K242,true,191,0,0,191,0.016,0.869,0.099,0,0.016,0.251,0.021,0.832,,,,,,,96,29.2%,91,42.9%
18K637,18,Academy for Conservation and the Environment,false,K515,false,306,0,0,306,0.062,0.739,0.124,0.013,0.062,0.19,0.105,0.791,,,,,,,86,87.2%,70,87.1%
18K642,18,Urban Action Academy,false,K500,false,209,0,0,209,0.029,0.761,0.129,0,0.081,0.191,0.191,0.914,,,,,,,82,65.9%,78,78.2%
18K763,18,Brooklyn Science and Engineering Academy,false,K244,false,353,0,353,0,0.014,0.884,0.074,0.017,0.011,0.198,0.02,0.737,303,119,39.3%,305,102,33.4%,,,,
19K013,19,P.S. 013 Roberto Clemente,false,K013,false,417,417,0,0,0.038,0.667,0.242,0.019,0.034,0.242,0.089,0.926,152,62,40.8%,152,58,38.2%,,,,
19K065,19,P.S. 065,false,K798,false,556,556,0,0,0.036,0.092,0.838,0.022,0.013,0.117,0.223,0.838,301,179,59.5%,316,190,60.1%,,,,
19K171,19,I.S. 171 Abraham Lincoln,false,K171,false,385,0,385,0,0.083,0.078,0.81,0.018,0.01,0.179,0.294,0.93,368,93,25.3%,380,70,18.4%,,,,
19K190,19,P.S. 190 Sheffield,false,K190,false,190,190,0,0,0.032,0.7,0.195,0.011,0.063,0.174,0.058,0.942,75,28,37.3%,75,21,28.0%,,,,
19K202,19,P.S. 202 Ernest S. Jenkyns,false,K202,false,352,352,0,0,0.031,0.56,0.366,0.011,0.031,0.25,0.108,0.932,169,50,29.6%,175,46,26.3%,,,,
19K213,19,P.S. 213 New Lots,false,K213,false,259,259,0,0,0.039,0.714,0.166,0.023,0.058,0.178,0.085,0.9,108,18,16.7%,108,18,16.7%,,,,
19K218,19,J.H.S. 218 James P. Sinnott,false,K218,false,378,0,378,0,0.146,0.431,0.381,0.021,0.021,0.272,0.254,0.937,397,68,17.1%,388,25,6.4%,,,,
19K273,19,P.S. 273 Wortman,false,K273,false,329,329,0,0,0.012,0.72,0.243,0.012,0.012,0.225,0.03,0.827,145,27,18.6%,146,22,15.1%,,,,
19K292,19,J.H.S. 292 Margaret S. Douglas,false,K292,false,526,0,526,0,0.184,0.466,0.319,0.017,0.013,0.249,0.118,0.951,498,176,35.3%,521,164,31.5%,,,,
19K306,19,P.S. 306 Ethan Allen,false,K306,false,310,310,0,0,0.006,0.755,0.226,0.006,0.006,0.242,0.013,0.916,128,31,24.2%,128,30,23.4%,,,,
19K328,19,P.S. 328 Phyllis Wheatley,false,K328,false,309,309,0,0,0.019,0.576,0.369,0.006,0.029,0.223,0.107,0.99,104,18,17.3%,104,25,24.0%,,,,
19K346,19,P.S. 346 Abe Stark,false,K346,false,558,558,0,0,0.039,0.643,0.242,0.039,0.036,0.246,0.009,0.848,218,85,39.0%,228,80,35.1%,,,,
19K404,19,Academy for Young Writers,false,K422,false,542,0,203,339,0.017,0.673,0.282,0.015,0.013,0.247,0.03,0.858,203,66,32.5%,201,36,17.9%,70,94.3%,116,94.8%
19K409,19,East New York Family Academy,false,K660,false,511,0,205,306,0.035,0.659,0.286,0.016,0.004,0.223,0.031,0.845,203,97,47.8%,181,76,42.0%,59,96.6%,62,98.4%
19K422,19,Spring Creek Community School,false,K422,false,530,0,210,320,0.011,0.732,0.217,0.021,0.019,0.238,0.025,0.853,220,68,30.9%,220,52,23.6%,65,95.4%,,
19K452,19,Frederick Douglass Academy VIII Middle School,false,K346,false,307,0,307,0,0.072,0.687,0.208,0,0.033,0.186,0.023,0.948,315,143,45.4%,308,85,27.6%,,,,
19K502,19,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,false,K435,false,269,0,0,269,0.019,0.651,0.29,0.022,0.019,0.323,0.03,0.836,,,,,,,54,81.5%,53,75.5%
19K504,19,High School for Civil Rights,false,K435,false,233,0,0,233,0.013,0.627,0.313,0.03,0.017,0.305,0.15,0.807,,,,,,,67,65.7%,85,67.1%
